Category	Field	Description
HOUSING	HOUSING-HC01_VC160	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 35.0 percent or more
HOUSING	HOUSING-HC02_VC160	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 35.0 percent or more
HOUSING	HOUSING-HC03_VC160	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 35.0 percent or more
HOUSING	HOUSING-HC04_VC160	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 35.0 percent or more
HOUSING	HOUSING-HC01_VC162	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Not computed
HOUSING	HOUSING-HC02_VC162	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Not computed
HOUSING	HOUSING-HC01_VC164	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)
HOUSING	HOUSING-HC02_VC164	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)
HOUSING	HOUSING-HC03_VC164	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)
HOUSING	HOUSING-HC01_VC165	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Less than 10.0 percent
HOUSING	HOUSING-HC02_VC165	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Less than 10.0 percent
HOUSING	HOUSING-HC03_VC165	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Less than 10.0 percent
HOUSING	HOUSING-HC04_VC165	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Less than 10.0 percent
HOUSING	HOUSING-HC01_VC166	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 10.0 to 14.9 percent
HOUSING	HOUSING-HC02_VC166	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 10.0 to 14.9 percent
HOUSING	HOUSING-HC03_VC166	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 10.0 to 14.9 percent
HOUSING	HOUSING-HC04_VC166	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 10.0 to 14.9 percent
HOUSING	HOUSING-HC01_VC167	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 15.0 to 19.9 percent
HOUSING	HOUSING-HC02_VC167	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 15.0 to 19.9 percent
HOUSING	HOUSING-HC03_VC167	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 15.0 to 19.9 percent
HOUSING	HOUSING-HC04_VC167	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 15.0 to 19.9 percent
HOUSING	HOUSING-HC01_VC168	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC02_VC168	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC03_VC168	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC04_VC168	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC01_VC169	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC02_VC169	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC03_VC169	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC04_VC169	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC01_VC170	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC02_VC170	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC03_VC170	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC04_VC170	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC01_VC171	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 35.0 percent or more
HOUSING	HOUSING-HC02_VC171	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 35.0 percent or more
HOUSING	HOUSING-HC03_VC171	Percent; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 35.0 percent or more
HOUSING	HOUSING-HC04_VC171	Percent Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - 35.0 percent or more
HOUSING	HOUSING-HC01_VC173	Estimate; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Not computed
HOUSING	HOUSING-HC02_VC173	Margin of Error; SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) - Not computed
HOUSING	HOUSING-HC01_VC177	Estimate; GROSS RENT - Occupied units paying rent
HOUSING	HOUSING-HC02_VC177	Margin of Error; GROSS RENT - Occupied units paying rent
HOUSING	HOUSING-HC03_VC177	Percent; GROSS RENT - Occupied units paying rent
HOUSING	HOUSING-HC01_VC178	Estimate; GROSS RENT - Less than $200
HOUSING	HOUSING-HC02_VC178	Margin of Error; GROSS RENT - Less than $200
HOUSING	HOUSING-HC03_VC178	Percent; GROSS RENT - Less than $200
HOUSING	HOUSING-HC04_VC178	Percent Margin of Error; GROSS RENT - Less than $200
HOUSING	HOUSING-HC01_VC179	Estimate; GROSS RENT - $200 to $299
HOUSING	HOUSING-HC02_VC179	Margin of Error; GROSS RENT - $200 to $299
HOUSING	HOUSING-HC03_VC179	Percent; GROSS RENT - $200 to $299
HOUSING	HOUSING-HC04_VC179	Percent Margin of Error; GROSS RENT - $200 to $299
HOUSING	HOUSING-HC01_VC180	Estimate; GROSS RENT - $300 to $499
HOUSING	HOUSING-HC02_VC180	Margin of Error; GROSS RENT - $300 to $499
HOUSING	HOUSING-HC03_VC180	Percent; GROSS RENT - $300 to $499
HOUSING	HOUSING-HC04_VC180	Percent Margin of Error; GROSS RENT - $300 to $499
HOUSING	HOUSING-HC01_VC181	Estimate; GROSS RENT - $500 to $749
HOUSING	HOUSING-HC02_VC181	Margin of Error; GROSS RENT - $500 to $749
HOUSING	HOUSING-HC03_VC181	Percent; GROSS RENT - $500 to $749
HOUSING	HOUSING-HC04_VC181	Percent Margin of Error; GROSS RENT - $500 to $749
HOUSING	HOUSING-HC01_VC182	Estimate; GROSS RENT - $750 to $999
HOUSING	HOUSING-HC02_VC182	Margin of Error; GROSS RENT - $750 to $999
HOUSING	HOUSING-HC03_VC182	Percent; GROSS RENT - $750 to $999
HOUSING	HOUSING-HC04_VC182	Percent Margin of Error; GROSS RENT - $750 to $999
HOUSING	HOUSING-HC01_VC183	"Estimate; GROSS RENT - $1,000 to $1,499"
HOUSING	HOUSING-HC02_VC183	"Margin of Error; GROSS RENT - $1,000 to $1,499"
HOUSING	HOUSING-HC03_VC183	"Percent; GROSS RENT - $1,000 to $1,499"
HOUSING	HOUSING-HC04_VC183	"Percent Margin of Error; GROSS RENT - $1,000 to $1,499"
HOUSING	HOUSING-HC01_VC184	"Estimate; GROSS RENT - $1,500 or more"
HOUSING	HOUSING-HC02_VC184	"Margin of Error; GROSS RENT - $1,500 or more"
HOUSING	HOUSING-HC03_VC184	"Percent; GROSS RENT - $1,500 or more"
HOUSING	HOUSING-HC04_VC184	"Percent Margin of Error; GROSS RENT - $1,500 or more"
HOUSING	HOUSING-HC01_VC185	Estimate; GROSS RENT - Median (dollars)
HOUSING	HOUSING-HC02_VC185	Margin of Error; GROSS RENT - Median (dollars)
HOUSING	HOUSING-HC01_VC187	Estimate; GROSS RENT - No rent paid
HOUSING	HOUSING-HC02_VC187	Margin of Error; GROSS RENT - No rent paid
HOUSING	HOUSING-HC01_VC191	Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - Occupied units paying rent (excluding units where GRAPI cannot be computed)
HOUSING	HOUSING-HC02_VC191	Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - Occupied units paying rent (excluding units where GRAPI cannot be computed)
HOUSING	HOUSING-HC03_VC191	Percent; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - Occupied units paying rent (excluding units where GRAPI cannot be computed)
HOUSING	HOUSING-HC01_VC192	Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - Less than 15.0 percent
HOUSING	HOUSING-HC02_VC192	Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - Less than 15.0 percent
HOUSING	HOUSING-HC03_VC192	Percent; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - Less than 15.0 percent
HOUSING	HOUSING-HC04_VC192	Percent Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - Less than 15.0 percent
HOUSING	HOUSING-HC01_VC193	Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 15.0 to 19.9 percent
HOUSING	HOUSING-HC02_VC193	Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 15.0 to 19.9 percent
HOUSING	HOUSING-HC03_VC193	Percent; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 15.0 to 19.9 percent
HOUSING	HOUSING-HC04_VC193	Percent Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 15.0 to 19.9 percent
HOUSING	HOUSING-HC01_VC194	Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC02_VC194	Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC03_VC194	Percent; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC04_VC194	Percent Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 20.0 to 24.9 percent
HOUSING	HOUSING-HC01_VC195	Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC02_VC195	Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC03_VC195	Percent; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC04_VC195	Percent Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 25.0 to 29.9 percent
HOUSING	HOUSING-HC01_VC196	Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC02_VC196	Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC03_VC196	Percent; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC04_VC196	Percent Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 30.0 to 34.9 percent
HOUSING	HOUSING-HC01_VC197	Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 35.0 percent or more
HOUSING	HOUSING-HC02_VC197	Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 35.0 percent or more
HOUSING	HOUSING-HC03_VC197	Percent; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 35.0 percent or more
HOUSING	HOUSING-HC04_VC197	Percent Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - 35.0 percent or more
HOUSING	HOUSING-HC01_VC199	Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - Not computed
HOUSING	HOUSING-HC02_VC199	Margin of Error; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) - Not computed
